상세링크,이름,공고번호,해시태그,현 상황,임보종류,구조 지역,성별,중성화 여부,출생시기,몸무게,SNS,임보조건_지역,임보조건_임보 기간,임보조건_픽업,임보조건_기타 조건,이런_집도_가능해요,건강정보_접종 현황,건강정보_검사 현황,건강정보_병력 사항,건강정보_기타 사항,참고용정보_배변,참고용정보_산책,참고용정보_짖음,참고용정보_분리불안,참고용정보_털빠짐,참고용정보_스킨십,참고용정보_대인,참고용정보_대견,참고용정보_외동,참고용정보_대묘,책임자_제공_사항
https://www.pimfyvirus.com/search/01_v/1597/,순백,공고번호 : 2025-01-0086,"# 조용조용, # 순둥이, # 산책최고, # 얼굴천재",임보가능,입양전제,서울동대문구,남,중성화 완,2020년 추정,7kg,링크 바로가기,"서울,경기",3 개월,지원 가능,"동거커플불가, 1인남성거주자불가, 오프리쉬절대안됨, 가족동의필수, 실내생활필수, 매달내외부구충제필수, 산책필수",반려동물 무경험자,예방접종 완료,전염병 검사 및 사상충 검사 => 음성,교통사고 외상 => 치료완료,,5,5,1,1,4,3,4,3,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1593/,요미,공고번호 : 2025-01-0082,"# 사람좋아, # 친구좋아, # 순둥이, # 산책최고, # 얼굴천재",임보중,릴레이임보,청주시보호소,여,중성화 완,2020년 추정,5kg,링크 바로가기,"서울,경기,충청도",3 개월 이상,지원 가능,,"1인 가구, 동거 커플, 영유아 가정",종합. 코로나 .광견 접종 완료,"홍역 파보 코로나 지알디아킷트 음성 
4dx음성",오른 쪽 안구 적출 수술,중성화 스케일링 완료,5,5,1,1,1,5,5,4,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1592/,모카,공고번호 : 2025-01-0081,"# 애교쟁이, # 친구좋아, # 꾸러기, # 장난감최고, # 에너자이저",임보가능,입양전제,포항,여,중성화 전,2024년 추정,10kg,링크 바로가기,전국,6 개월,지원 가능,,1인 가구,"종합3차 및 광견병접종완료 
내외부 구충 완료
심장사상충 월1회복용",구조 후 접종완료,없음,,5,5,3,2,3,4,4,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1590/,설이,공고번호 : 2025-01-0079,"# 사람좋아, # 친구좋아, # 시크도도, # 산책최고, # 얼굴천재",임보중,일반임보,청주시보호소소,남,중성화 완,2023년 추정,9kg,링크 바로가기,"서울,경기,충청도",3 개월 이상,방문 필수,,"1인 가구, 동거 커플",종합 고로나 광견 접종완료,"사상충검사 양성
입소시 홍여가파보감사 음성",사상충 양성,,,,3,3,3,3,3,3,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1589/,테리우스,공고번호 : 2025-01-0078,"# 친구좋아, # 소심소심, # 조용조용, # 순둥이, # 얼굴천재",임보중,긴급임보,청주시보호소,남,중성화 완,2020년 추정,7kg,링크 바로가기,"서울,경기,충청도",3 개월 이상,방문 필수,,"1인 가구, 동거 커플",종합 광견 코로나 접종완료,사상충킷트 양성,사상충양성,,4,4,1,1,3,5,4,4,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1586/,순둥이,공고번호 : 2025-01-0075,"# 애교쟁이, # 사람좋아, # 호기심천국, # 순둥이, # 얼굴천재",임보가능,입양전제,파주시골농원,남,중성화 완,2024년 04월,17kg,링크 바로가기,전국,5 개월 이상,방문 필수,,,6차 접종예정,,2개월 구조 당시 콧잔등에 피부병,,5,4,1,1,1,4,4,3,3,,"사료, 간식, 패드, 기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1585/,로드,공고번호 : 2025-01-0074,"# 애교쟁이, # 사람좋아, # 똑똑이, # 순둥이, # 장난감최고",임보가능,릴레이임보,경기도 파주시 헤이리,남,중성화 완,2024년 06월,13kg,링크 바로가기,전국,5 개월 이상,방문 필수,,,예방접종 6차까지 완료,"항체 형성이 되지 않았어요 
➡️항체가 검사 예정",,,5,2,1,1,1,3,4,3,3,,"사료, 간식, 패드, 기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1584/,똘망,공고번호 : 2025-01-0073,"# 사람좋아, # 친구좋아, # 조용조용, # 먹는거최고, # 얼굴천재",임보중,긴급임보,청주시보호소,남,중성화 완,2020년 추정,8kg,링크 바로가기,"서울,경기,충청도",3 개월 이상,지원 가능,사상충치료로 3_~회정도 연계병원내원 가능해야해요,"1인 가구, 동거 커플",종함 코로나 광견 접종 완료,사상충 킷트 검사 완료/ 양성,사상충 양성,나오며심장초음파후 사상충 치료 예정,3,5,3,3,3,3,3,4,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1580/,비키,공고번호 : 2025-01-0069,"# 애교쟁이, # 사람좋아, # 호기심천국, # 순둥이, # 얼굴천재",임보중,단기임보,김포 사우동,여,중성화 전,2024년 추정,5kg,링크 바로가기,"서울,경기",3 개월,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",,"2025.01 사상충,지알디아,파보,코로나,인플루엔자,홍역 검사 완료
(심장사상충 외 모두 음성)",2025.01~ 심장사상충 치료,,2,4,4,3,3,5,5,4,3,,"기본 물품, 기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1577/,아또,공고번호 : 2025-01-0066,"# 애교쟁이, # 사람좋아, # 친구좋아, # 꾸러기, # 똑똑이",임보중,일반임보,경기도 파주시,남,중성화 완,2023년 08월,6kg,링크 바로가기,"서울,경기",3 개월,지원 가능,"이중리쉬 필수, 매달 내외부 필수, 안전문 설치, 울타리 있는 곳 외에는 오프리쉬 불가, 가족동의, 임보일기 작성 필수, 실내생활 필수","원룸, 1인 가구, 반려동물 무경험자","2024.10.24 종합 켄넬 접종
2024.12.11 광견 인플 코로나 접종","구조당시 중성화 되어있음
2024.10.24 사상충음성",2024.12.11 지알디아 약봉용,,3,3,,,1,5,5,5,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1575/,버블이,공고번호 : 2025-01-0065,"# 소심소심, # 조용조용, # 똑똑이, # 순둥이",임보가능,일반임보,광주 남구,여,중성화 전,2021년 추정,17kg,링크 바로가기,"전국,서울,경기",6 개월 이상,지원 가능,"반려견이 없는 곳, 집에 상주하시는 분, 차량소지 병원이동 원활, 대형견 키워보신 적 있으신 분",1인 가구,"2024년 12. 23 광견병, 종합백신 접종
2025년 2월 Frontline / Advocate 백신접종",심장사상충 음성,"-코로나 / 지알디아 치료(완료)

-올무로 인해 다쳤던 근육이 비정상적으로 딱딱하게 아물면서 경정맥 눌림으로 뇌로가는 혈액순환을 막아 얼굴부움증상(수술 완료)

-총알제거(완료)",,1,1,2,2,3,4,3,,1,1,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1574/,이탄,공고번호 : 2025-01-0064,"# 애교쟁이, # 사람좋아, # 꾸러기, # 똑똑이, # 장난감최고",임보가능,일반임보,경기도 파주시,남,중성화 완,2021년 04월,10kg,링크 바로가기,"서울,경기",3 개월 이상,지원 가능,"이중리쉬 필수, 매달 내외부 필수, 안전문 설치, 울타리 있는 곳 외에는 오프리쉬 불가, 가족동의, 임보일기 작성 필수, 실내생활 필수","원룸, 1인 가구, 반려동물 무경험자","2021.07.31 종합1/코로나1, 
2021.08.02 종합2/코로나2, 
2021.08.26 종합3/켄넬1,
 2021.09.04 종합4/켄넬2, 
2021.09.17 종합5/인플1, 
2021.09.29 인플2/광견
매년 추가 접종 진행중 종합 광연 인플 코로나 켄",2021.11 중성화 수술 및 심장사상충 검사 음성,,,5,3,2,1,4,5,4,4,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1572/,마틸다,공고번호 : 2025-01-0062,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이, # 산책최고",임보가능,긴급임보,경북경주시,여,중성화 완,2022년 추정,10kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",접종완료,4dx.전염병검진완,,,5,5,1,1,2,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1571/,보담,공고번호 : 2025-01-0061,"# 친구좋아, # 소심소심, # 조용조용, # 호기심천국, # 순둥이",임보가능,단기임보,남양주,남,중성화 완,2024년 추정,13kg,링크 바로가기링크 바로가기링크 바로가기,전국,2 개월 이상,지원 가능,사랑이 많으신 분. 인내심 있으신 분,"원룸, 1인 가구, 반려동물 무경험자",접종완료,검사완료 음성,,,1,1,2,,5,2,1,5,5,4,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1570/,힘찬,공고번호 : 2025-01-0060,"# 소심소심, # 호기심천국, # 순둥이",임보가능,단기임보,남양주,남,중성화 전,2023년 추정,14kg,링크 바로가기,전국,2 개월 이상,지원 가능,아침 저녁 산책 가능하신 분. 하루에 총 산책시간 최소 한시간 반 이상 가능하신 분.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플",접종완료,검사완료 음성,,,,,,,5,,1,3,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1569/,새나,공고번호 : 2025-01-0059,"# 소심소심, # 시크도도, # 똑똑이, # 순둥이, # 독립심짱",임보가능,단기임보,남양주,여,중성화 완,2024년 추정,12kg,링크 바로가기링크 바로가기링크 바로가기링크 바로가기,전국,2 개월 이상,지원 가능,안내심을 갖고 사랑해주실분,"원룸, 1인 가구, 반려동물 무경험자",접종완료,검사완료. 모두음성,,,1,5,,,5,1,1,5,1,4,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1568/,꿀비,공고번호 : 2025-01-0058,"# 소심소심, # 조용조용, # 순둥이",임보가능,단기임보,남양주,여,중성화 완,2023년 추정,12kg,,전국,1 개월,지원 가능,아침 저녁 산책 가능하신 분,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플",접종완료,"검사완료, 모두 음성",,,1,1,,,5,3,1,4,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1563/,마타,공고번호 : 2025-01-0053,"# 애교쟁이, # 사람좋아, # 친구좋아, # 먹는거최고, # 산책최고",임보중,릴레이임보,전낭 광주광역시,남,중성화 완,2020년 추정,7kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",접종완료,4dx.전염병검진완,,,5,5,2,1,1,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1560/,미미,공고번호 : 2025-01-0051,"# 애교쟁이, # 사람좋아, # 친구좋아, # 소심소심, # 조용조용",임보중,긴급임보,경기도 화성시 장안면,여,중성화 완,2022년 추정,6kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",접종완료,4dx. 전염병검진완,,,1,5,,,3,5,5,,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1555/,네오,공고번호 : 2025-01-0046,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이, # 얼굴천재",임보가능,긴급임보,부산시 수영구,남,중성화 완,2021년 추정,9kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 동거 커플, 영유아 가정",접종완료,4dx.전염병검진완료,,,1,5,,,5,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1552/,시루,공고번호 : 2025-01-0043,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이, # 먹는거최고",임보중,긴급임보,경북 영덕군,남,중성화 완,2024년 추정,12kg,링크 바로가기링크 바로가기,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정","2024.10. 종합, 광견병 접종 완료",2024.10. 전염병 및 기본 검진 완료. 모두 정상으로 아주 건강한 상태,아주 건강,,4,,2,,2,5,4,5,3,5,"기초 병원비(중성화/전염병 검사/기본 접종 등), 일반 병원비(임보 중 발생하게 된 가벼운 질환 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1545/,모찌(사진 오른쪽),공고번호 : 2025-01-0037,"# 애교쟁이, # 사람좋아, # 친구좋아, # 소심소심, # 호기심천국",임보가능,입양전제,세종시,여,중성화 전,2024년 11월,1kg,링크 바로가기,전국,12 개월 이상,지원 가능,"무한한 사랑과 정성, 관심, 끝까지 보호할 수 있는 책임감","원룸, 1인 가구, 반려동물 무경험자, 동거 커플",2차까지 완료,,,,3,3,3,,5,5,3,3,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1544/,솔이,공고번호 : 2025-01-0036,"# 친구좋아, # 조용조용, # 똑똑이, # 순둥이, # 산책최고",임보중,릴레이임보,빅독포레스트 보호소,여,중성화 완,2020년 추정,6kg,링크 바로가기링크 바로가기,전국,30 일 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",1년 이내 추가 예방접종이 완료 되어있어요,2024 12월 부산 개금동물병원에서 전체적인 검진하였고 아픈 곳 하나 없이 매우 튼튼하다는 소견 받았어요,,,5,5,2,3,2,3,3,5,5,,"사료, 간식, 기본 물품, 기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1543/,도브,공고번호 : 2025-01-0035,"# 사람좋아, # 조용조용, # 순둥이, # 얼굴천재",임보가능,릴레이임보,구례보호소,남,중성화 완,2022년 추정,9kg,링크 바로가기,"서울,경기,강원도,충청도,전라도,경상도",3 개월 이상,방문 필수,,"원룸, 1인 가구",임보 오기 전 보호소에서 모든 접종 완료,,2024년 8월 13일 심장사상충 치료 완료,,5,5,1,1,4,5,5,3,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1542/,탱자,공고번호 : 2025-01-0034,"# 애교쟁이, # 친구좋아, # 소심소심, # 먹는거최고, # 산책최고",임보가능,입양전제,공주시보호소,남,중성화 완,2023년 추정,18kg,링크 바로가기,전국,6 개월,지원 가능,실외배변을 합니다. 초반 적응 시 며칠정도 분리불안 보일 수 있습니다.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정","23년 5차 접종 완료
25년 1월 연차 접종(종합,광견)","23.9월 검사 당시 파보,코로나,지알디아,사상충 키트검사 음성
현재 알러지 반응으로 아포퀠 복용 중(호전 있음)",알러지 사료 급여 중(간식은 고구마만 급여하고 있습니다),,5,3,2,2,4,5,5,5,5,4,"기초 병원비(중성화/전염병 검사/기본 접종 등), 일반 병원비(임보 중 발생하게 된 가벼운 질환 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1541/,없음,공고번호 : 2025-01-0033,"# 소심소심, # 조용조용, # 호기심천국",임보가능,수유임보,인천 서구,남,중성화 전,2024년 12월,1kg,링크 바로가기,"서울,경기",3 개월,지원 가능,아직 젖을 못 뗀 아가들이라 분유 수유 가능하신 분으로 찾고 있습니다,"원룸, 1인 가구, 동거 커플",접종 전입니다,구조 후 기본검사 예정입니다,없음,,1,1,,,,,2,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1540/,엘르,공고번호 : 2025-01-0032,"# 애교쟁이, # 꾸러기, # 먹는거최고, # 산책최고, # 얼굴천재",임보중,일반임보,천안,남,중성화 완,2017년 추정,5kg,링크 바로가기,전국,6 개월,방문 필수,반려동물을 키워보신 적 없다면 엘르를 맞이하기 어려우실 수 있어요.,"원룸, 1인 가구, 동거 커플","2024.07 종합백신 등 필요한 주사 완료, 심장사상충 매달 복용중 
2024.11 스케일링 및 백신 접종 모두 완료","2024.11 건강검진 완료
2024.12 항체검사 완료","슬개골탈구 양쪽 2기, 다이어트가 필요한 상황입니다!",열이 많은 강아지라 헥헥거림이 많아요. 긴장하면 특히나 더 헥헥거립니다. 건강검진 상으로는 기관지협착증이 없는 것으로 나와 꾸준한 다이어트와 친밀도 향상이 헥헥거림 완화에 도움이 될 거예요~!,5,3,3,2,4,5,2,2,1,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1539/,시루,공고번호 : 2025-01-0031,"# 애교쟁이, # 친구좋아, # 소심소심, # 먹는거최고, # 에너자이저",임보가능,입양전제,세종시,여,중성화 전,2024년 11월,1kg,링크 바로가기,충청도,12 개월,지원 가능,"무한한 사랑과 정성, 관심, 끝까지 보호할 수 있는 책임감","원룸, 1인 가구, 반려동물 무경험자, 동거 커플",2차까지 완료(1월 4일),안함,,,3,3,5,,5,5,3,3,3,5,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1536/,마룽 (구 흰둥이),공고번호 : 2025-01-0030,"# 조용조용, # 순둥이, # 먹는거최고, # 독립심짱, # 얼굴천재",임보가능,입양전제,고양시,여,중성화 전,2025년 08월,6kg,링크 바로가기,"전국,서울,경기,강원도,충청도,전라도,경상도,제주도",3 개월 이상,지원 가능,"군미필 남자, 혼자 사는 남성, 결혼을 앞둔 신혼부부 불가, 아이 계획이 있는 부부 불가","원룸, 1인 가구, 영유아 가정",모든 접종 완료,심장사상충이나 파보 홍역 등 모두 음성으로 나왔고 건강합니다.,"우측 앞다리 플레이트 네 군데 심어져 있는 상태고 좌측 앞 발 절단 했습니다.
그 외에는 밥도 엄청 잘 먹고 굉장히 젠틀한 아이입니다",케이지나 사료 배변패드 이동 모두 지원이 가능합니다. 아이를 사랑으로 품어 주실 분들 연락 부탁드립니다.!,,,1,1,2,5,5,,,,"사료, 간식, 패드, 기본 물품, 기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1533/,어독스 나나,공고번호 : 2025-01-0027,"# 애교쟁이, # 사람좋아, # 친구좋아, # 조용조용, # 순둥이",임보중,일반임보,김제시 보호소,여,중성화 완,2021년 12월,6kg,,"서울,경기,강원도,충청도,전라도,경상도",3 개월 이상,지원 가능,"화상인터뷰 참여 필수이며 가족 구성원 모두 확실한 동의 필요, 자녀가 있을 경우 만 10세 이상부터 가능합니다.","원룸, 1인 가구, 반려동물 무경험자, 동거 커플",2025-01-02 종1 코1 광,2024-12-23 스케일링,"2024-12-21 심장사상충 양성, 현재 치료중",,3,3,3,3,3,5,5,5,5,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 일반 병원비(임보 중 발생하게 된 가벼운 질환 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1532/,어독스 매실,공고번호 : 2025-01-0026,"# 애교쟁이, # 사람좋아, # 친구좋아, # 호기심천국, # 순둥이",임보중,일반임보,김제시 보호소,여,중성화 완,2024년 09월,5kg,,"서울,경기,강원도,충청도,전라도,경상도",3 개월 이상,지원 가능,"화상인터뷰 참여 필수이며 가족 구성원 모두 확실한 동의 필요, 자녀가 있을 경우 만 10세 이상부터 가능합니다.","원룸, 1인 가구, 반려동물 무경험자, 동거 커플",접종 예정,"2024-12-31 저체온증 진단
2024-12-31 3단키트 및 홍역 음성","간혹 다리 힘이 풀려 자빠져있을 수 있어서, 집 비우는 시간이 기신 분은 임보 신청이 어렵습니다.",,2,3,3,3,3,5,5,5,5,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 일반 병원비(임보 중 발생하게 된 가벼운 질환 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1526/,밀크,공고번호 : 2025-01-0020,"# 애교쟁이, # 사람좋아, # 꾸러기, # 순둥이, # 에너자이저",임보가능,입양전제,포항,남,중성화 전,2024년 09월,12kg,링크 바로가기,전국,6 개월 이상,지원 가능,"입양전제로 임시보호가능하신분,하루 산책 2회이상시켜주실수 임 있는분","1인 가구, 영유아 가정","2024 10월~11월1,2,3차접종, 광견병접종완료
매월 1회 내외부구충,심장사상충예방약 실시중",건강이상무,없음,없음,4,5,3,3,3,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1525/,환타,공고번호 : 2025-01-0019,"# 사람좋아, # 산책최고, # 장난감최고",임보가능,릴레이임보,경기도광주,남,중성화 완,2016년 추정,3kg,링크 바로가기,"서울,경기,강원도,충청도,전라도,경상도",3 개월 이상,지원 가능,"구조견의 특성을 잘이해하시는분, 미성년자 상담X 부모님께서 직접 연락주세요 집비우는시간이 적었으면 좋겠습니다",,5차접종+광견병예방접종완료,2023.6.30 코로나 심장사상충 음성,"구조당시 왼쪽 뒷다리가 뒤틀리고 오른쪽 뒷다리 슬개골4기 진단을 받았습니다
2024.02 MRI 특발성발작증세 판정
2024.06 안정감을 느끼면 괜찮을정도로 발작빈도가 많이 줄었어요
구조 후 위허그쉼터에 있다가 임보처로 옮겼는데 특발성발작과 서해부탈장수술, 위속 이물 제거술등 많은 질병들이 있어 치료하고 처방약을 복용 중입니다(하루에 3번 처방약 복용)",,3,3,3,2,2,4,4,3,2,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1522/,해일리,공고번호 : 2025-01-0017,"# 애교쟁이, # 사람좋아, # 친구좋아, # 조용조용, # 순둥이",임보가능,릴레이임보,천안시서북구,여,중성화 완,2021년 추정,15kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 동거 커플, 영유아 가정",접종완료,4dx.전영평검진완,"사상충치료완료
스케일링.필요
유선종양 수술 완료 .",,5,5,1,1,5,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1519/,코비,공고번호 : 2025-01-0015,"# 애교쟁이, # 사람좋아, # 친구좋아, # 꾸러기, # 먹는거최고",임보가능,긴급임보,시흥,남,중성화 완,2019년 12월,21kg,링크 바로가기링크 바로가기,"전국,서울,경기",3 개월 이상,지원 가능,"대형견을 케어할수있는 체력, 1인가구라면 소음에 민원이 없는 편이거나, 집을 비우는 시간이 길지 않아야할것같습니다.","원룸, 1인 가구, 반려동물 무경험자, 동거 커플","24.10.24  종합백신 1차, 광견병
24.11.05  코로나 1차, 캔넬코프1차

25.01.07 종합백신 2차, 개인플루엔자","24.10.24 지알디아,홍역,코로나,파보,심장사상충 검사 모두 음성
24.11.04 혈검, 곰팡이배양검사후 약물치료

25.01.07 혈검, 수치모두 정상화","귀염증, 피부각화장애 : 약욕, 내복약으로 관리하였고
현재 따로 복용하는 약은 없습니다.",기존 병력에대한 치료비는 임보자부담 X,4,3,3,4,2,5,4,4,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1517/,우유,공고번호 : 2025-01-0013,"# 애교쟁이, # 사람좋아, # 친구좋아, # 호기심천국, # 꾸러기",임보중,긴급임보,전북 부안군,남,중성화 전,2024년 10월,1kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",접종중,전염병검진,,,1,1,,,2,5,5,,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1512/,조이,공고번호 : 2025-01-0011,"# 사람좋아, # 친구좋아, # 소심소심, # 먹는거최고, # 산책최고",임보중,일반임보,충남 홍성군,남,중성화 완,2024년 06월,6kg,링크 바로가기링크 바로가기,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",6차 접종 완료,4DX 모두 음성,슬개골탈구 1-2기,,4,5,2,3,4,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/1511/,톨이,공고번호 : 2025-01-0010,"# 애교쟁이, # 친구좋아, # 산책최고, # 장난감최고",임보중,릴레이임보,충남 홍성군,여,중성화 완,2025년 06월,5kg,링크 바로가기,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",6차 접종 완료,4DX 음성,슬개골 탈구 1-2기,,4,5,4,,4,5,5,4,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
